"Date","URL","Endid","Title","Brand_name","Position"
2019-06-28,"https://www.zoover.nl/frankrijk/bretagne/baden/yelloh-village-mane-guernehue/camping","83670","Camping Yelloh ! Village Mané Guernehué","Lux-camp",5
2019-06-28,"https://www.zoover.nl/frankrijk/bretagne/baden/yelloh-village-mane-guernehue/camping","83670","Camping Yelloh ! Village Mané Guernehué","D-reizen",6
2019-06-28,"https://www.zoover.nl/frankrijk/bretagne/st-nic/domaine-de-ker-ys/camping","83929","Camping Domaine de Ker Ys","Eurocamp",1
2019-06-28,"https://www.zoover.nl/frankrijk/bretagne/st-nic/domaine-de-ker-ys/camping","83929","Camping Domaine de Ker Ys","Al Fresco",2
2019-06-28,"https://www.zoover.nl/frankrijk/bretagne/st-nic/domaine-de-ker-ys/camping","83929","Camping Domaine de Ker Ys","Allcamps",3
2019-06-28,"https://www.zoover.nl/frankrijk/bretagne/st-nic/domaine-de-ker-ys/camping","83929","Camping Domaine de Ker Ys","Go4holiday",4
2019-06-28,"https://www.zoover.nl/frankrijk/bretagne/st-nic/domaine-de-ker-ys/camping","83929","Camping Domaine de Ker Ys","Lux-camp",5
2019-06-28,"https://www.zoover.nl/frankrijk/bretagne/st-nic/domaine-de-ker-ys/camping","83929","Camping Domaine de Ker Ys","D-reizen",6
2019-06-28,"https://www.zoover.nl/kroatie/istrie/lanterna-bij-porec/lanterna/camping","143723","Camping Lanterna","Roan Campingvakanties",1
2019-06-28,"https://www.zoover.nl/kroatie/istrie/lanterna-bij-porec/lanterna/camping","143723","Camping Lanterna","Allcamps",2
2019-06-28,"https://www.zoover.nl/kroatie/istrie/lanterna-bij-porec/lanterna/camping","143723","Camping Lanterna","Al Fresco",3
2019-06-28,"https://www.zoover.nl/kroatie/istrie/lanterna-bij-porec/lanterna/camping","143723","Camping Lanterna","Go4holiday",4
2019-06-28,"https://www.zoover.nl/kroatie/istrie/lanterna-bij-porec/lanterna/camping","143723","Camping Lanterna","Vacanceselect",5
2019-06-28,"https://www.zoover.nl/kroatie/istrie/lanterna-bij-porec/lanterna/camping","143723","Camping Lanterna","Neckermann",6
2019-06-28,"https://www.zoover.nl/kroatie/istrie/lanterna-bij-porec/lanterna/camping","143723","Camping Lanterna","Suncamp",7
2019-06-28,"https://www.zoover.nl/kroatie/istrie/lanterna-bij-porec/lanterna/camping","143723","Camping Lanterna","Canvas Holidays",8
2019-06-28,"https://www.zoover.nl/kroatie/istrie/lanterna-bij-porec/lanterna/camping","143723","Camping Lanterna","Happy Camp",9
2019-06-28,"https://www.zoover.nl/kroatie/istrie/lanterna-bij-porec/lanterna/camping","143723","Camping Lanterna","ANWB camping",10
2019-06-28,"https://www.zoover.nl/kroatie/istrie/fazana/bi-village/camping","159975","Camping Bi-Village","Roan Campingvakanties",1
2019-06-28,"https://www.zoover.nl/kroatie/istrie/fazana/bi-village/camping","159975","Camping Bi-Village","Allcamps",2
2019-06-28,"https://www.zoover.nl/kroatie/istrie/fazana/bi-village/camping","159975","Camping Bi-Village","Campings Kroatie",3
2019-06-28,"https://www.zoover.nl/kroatie/istrie/fazana/bi-village/camping","159975","Camping Bi-Village","Go4holiday",4
2019-06-28,"https://www.zoover.nl/kroatie/istrie/fazana/bi-village/camping","159975","Camping Bi-Village","Lux-camp",5
2019-06-28,"https://www.zoover.nl/kroatie/istrie/fazana/bi-village/camping","159975","Camping Bi-Village","Al Fresco",6
2019-06-28,"https://www.zoover.nl/kroatie/istrie/fazana/bi-village/camping","159975","Camping Bi-Village","Vacanceselect",7
2019-06-28,"https://www.zoover.nl/kroatie/istrie/fazana/bi-village/camping","159975","Camping Bi-Village","Neckermann",8
2019-06-28,"https://www.zoover.nl/kroatie/istrie/fazana/bi-village/camping","159975","Camping Bi-Village","Suncamp",9
2019-06-28,"https://www.zoover.nl/kroatie/istrie/fazana/bi-village/camping","159975","Camping Bi-Village","Happy Camp",10
2019-06-28,"https://www.zoover.nl/kroatie/dalmatie/simuni-pag/imuni/camping","159597","Camping Šimuni","Eurocamp",1
2019-06-28,"https://www.zoover.nl/kroatie/dalmatie/simuni-pag/imuni/camping","159597","Camping Šimuni","Vacanceselect",2
2019-06-28,"https://www.zoover.nl/kroatie/dalmatie/simuni-pag/imuni/camping","159597","Camping Šimuni","Allcamps",3
2019-06-28,"https://www.zoover.nl/kroatie/dalmatie/simuni-pag/imuni/camping","159597","Camping Šimuni","Go4holiday",4
2019-06-28,"https://www.zoover.nl/kroatie/dalmatie/simuni-pag/imuni/camping","159597","Camping Šimuni","Lux-camp",5
2019-06-28,"https://www.zoover.nl/kroatie/dalmatie/simuni-pag/imuni/camping","159597","Camping Šimuni","Suncamp",6
2019-06-28,"https://www.zoover.nl/kroatie/dalmatie/simuni-pag/imuni/camping","159597","Camping Šimuni","D-reizen",7
2019-06-28,"https://www.zoover.nl/kroatie/dalmatie/zaton-nin/zaton-holiday-resort/vakantiepark","92837","Vakantiepark Zaton Holiday Resort","Roan Campingvakanties",1
2019-06-28,"https://www.zoover.nl/kroatie/dalmatie/zaton-nin/zaton-holiday-resort/vakantiepark","92837","Vakantiepark Zaton Holiday Resort","Eurocamp",2
2019-06-28,"https://www.zoover.nl/kroatie/dalmatie/zaton-nin/zaton-holiday-resort/vakantiepark","92837","Vakantiepark Zaton Holiday Resort","Allcamps",3
2019-06-28,"https://www.zoover.nl/kroatie/dalmatie/zaton-nin/zaton-holiday-resort/vakantiepark","92837","Vakantiepark Zaton Holiday Resort","Al Fresco",4
2019-06-28,"https://www.zoover.nl/kroatie/dalmatie/zaton-nin/zaton-holiday-resort/vakantiepark","92837","Vakantiepark Zaton Holiday Resort","Go4holiday",5
2019-06-28,"https://www.zoover.nl/kroatie/dalmatie/zaton-nin/zaton-holiday-resort/vakantiepark","92837","Vakantiepark Zaton Holiday Resort","Lux-camp",6
2019-06-28,"https://www.zoover.nl/kroatie/dalmatie/zaton-nin/zaton-holiday-resort/vakantiepark","92837","Vakantiepark Zaton Holiday Resort","Vacanceselect",7
2019-06-28,"https://www.zoover.nl/kroatie/dalmatie/zaton-nin/zaton-holiday-resort/vakantiepark","92837","Vakantiepark Zaton Holiday Resort","Suncamp",8
2019-06-28,"https://www.zoover.nl/kroatie/dalmatie/zaton-nin/zaton-holiday-resort/vakantiepark","92837","Vakantiepark Zaton Holiday Resort","Pierre & Vacances",9
2019-06-28,"https://www.zoover.nl/kroatie/dalmatie/zaton-nin/zaton-holiday-resort/vakantiepark","92837","Vakantiepark Zaton Holiday Resort","VakantieDiscounter",10
2019-06-28,"https://www.zoover.nl/kroatie/istrie/umag/park-umag-glamping/camping","143848","Camping Park Umag (Glamping)","Eurocamp",1
2019-06-28,"https://www.zoover.nl/kroatie/istrie/umag/park-umag-glamping/camping","143848","Camping Park Umag (Glamping)","Roan Campingvakanties",2
2019-06-28,"https://www.zoover.nl/kroatie/istrie/umag/park-umag-glamping/camping","143848","Camping Park Umag (Glamping)","Al Fresco",3
2019-06-28,"https://www.zoover.nl/kroatie/istrie/umag/park-umag-glamping/camping","143848","Camping Park Umag (Glamping)","Allcamps",4
2019-06-28,"https://www.zoover.nl/kroatie/istrie/umag/park-umag-glamping/camping","143848","Camping Park Umag (Glamping)","Go4holiday",5
2019-06-28,"https://www.zoover.nl/kroatie/istrie/umag/park-umag-glamping/camping","143848","Camping Park Umag (Glamping)","Lux-camp",6
2019-06-28,"https://www.zoover.nl/kroatie/istrie/umag/park-umag-glamping/camping","143848","Camping Park Umag (Glamping)","Vakanties.nl",7
2019-06-28,"https://www.zoover.nl/kroatie/istrie/umag/park-umag-glamping/camping","143848","Camping Park Umag (Glamping)","Vacanceselect",8
2019-06-28,"https://www.zoover.nl/kroatie/istrie/umag/park-umag-glamping/camping","143848","Camping Park Umag (Glamping)","Neckermann",9
2019-06-28,"https://www.zoover.nl/kroatie/istrie/umag/park-umag-glamping/camping","143848","Camping Park Umag (Glamping)","De Jong Intra",10
2019-06-28,"https://www.zoover.nl/kroatie/istrie/pula/brioni/camping","143805","Camping Brioni","Allcamps",1
2019-06-28,"https://www.zoover.nl/kroatie/istrie/pula/brioni/camping","143805","Camping Brioni","Go4holiday",2
2019-06-28,"https://www.zoover.nl/kroatie/istrie/pula/brioni/camping","143805","Camping Brioni","Happy Camp",3
2019-06-28,"https://www.zoover.nl/kroatie/istrie/pula/brioni/camping","143805","Camping Brioni","Booking.com",4
2019-06-28,"https://www.zoover.nl/kroatie/istrie/pula/brioni/camping","143805","Camping Brioni","D-reizen",5
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lestartit/castell-montgri-glamping/camping","78272","Camping Castell Montgri (Glamping)","Eurocamp",1
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lestartit/castell-montgri-glamping/camping","78272","Camping Castell Montgri (Glamping)","Allcamps",2
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lestartit/castell-montgri-glamping/camping","78272","Camping Castell Montgri (Glamping)","Al Fresco",3
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lestartit/castell-montgri-glamping/camping","78272","Camping Castell Montgri (Glamping)","Neckermann",4
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lestartit/castell-montgri-glamping/camping","78272","Camping Castell Montgri (Glamping)","Go4holiday",5
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lestartit/castell-montgri-glamping/camping","78272","Camping Castell Montgri (Glamping)","Lux-camp",6
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lestartit/castell-montgri-glamping/camping","78272","Camping Castell Montgri (Glamping)","Vacanceselect",7
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lestartit/castell-montgri-glamping/camping","78272","Camping Castell Montgri (Glamping)","Beachcheck",8
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lestartit/castell-montgri-glamping/camping","78272","Camping Castell Montgri (Glamping)","VakantieDiscounter",9
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lestartit/castell-montgri-glamping/camping","78272","Camping Castell Montgri (Glamping)","Op Vakantie Vanaf Eindhoven",10
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/torroella-de-montgri/el-delfin-verde/camping","78773","Camping El Delfin Verde","Allcamps",1
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/torroella-de-montgri/el-delfin-verde/camping","78773","Camping El Delfin Verde","Go4holiday",2
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/torroella-de-montgri/el-delfin-verde/camping","78773","Camping El Delfin Verde","Lux-camp",3
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/torroella-de-montgri/el-delfin-verde/camping","78773","Camping El Delfin Verde","VakantieDiscounter",4
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/torroella-de-montgri/el-delfin-verde/camping","78773","Camping El Delfin Verde","De Jong Intra",5
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/torroella-de-montgri/el-delfin-verde/camping","78773","Camping El Delfin Verde","Mimosa Reizen",6
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/torroella-de-montgri/el-delfin-verde/camping","78773","Camping El Delfin Verde","Traveltroef",7
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/torroella-de-montgri/el-delfin-verde/camping","78773","Camping El Delfin Verde","Preisdaler",8
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/torroella-de-montgri/el-delfin-verde/camping","78773","Camping El Delfin Verde","Suncamp",9
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/torroella-de-montgri/el-delfin-verde/camping","78773","Camping El Delfin Verde","D-reizen",10
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/internacional-de-calonge/camping","78581","Camping Internacional de Calonge","Allcamps",1
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/internacional-de-calonge/camping","78581","Camping Internacional de Calonge","Eurocamp",2
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/internacional-de-calonge/camping","78581","Camping Internacional de Calonge","Go4holiday",3
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/internacional-de-calonge/camping","78581","Camping Internacional de Calonge","Lux-camp",4
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/internacional-de-calonge/camping","78581","Camping Internacional de Calonge","Vacanceselect",5
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/internacional-de-calonge/camping","78581","Camping Internacional de Calonge","VakantieDiscounter",6
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/internacional-de-calonge/camping","78581","Camping Internacional de Calonge","De Jong Intra",7
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/internacional-de-calonge/camping","78581","Camping Internacional de Calonge","Mimosa Reizen",8
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/internacional-de-calonge/camping","78581","Camping Internacional de Calonge","Traveltroef",9
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/internacional-de-calonge/camping","78581","Camping Internacional de Calonge","Tentholidays.nl",10
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/cala-gogo/camping","78575","Camping Cala Gogo","Eurocamp",1
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/cala-gogo/camping","78575","Camping Cala Gogo","Allcamps",2
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/cala-gogo/camping","78575","Camping Cala Gogo","Roan Campingvakanties",3
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/cala-gogo/camping","78575","Camping Cala Gogo","Al Fresco",4
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/cala-gogo/camping","78575","Camping Cala Gogo","Neckermann",5
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/cala-gogo/camping","78575","Camping Cala Gogo","Go4holiday",6
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/cala-gogo/camping","78575","Camping Cala Gogo","Lux-camp",7
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/cala-gogo/camping","78575","Camping Cala Gogo","Family Holidays",8
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/cala-gogo/camping","78575","Camping Cala Gogo","Vacanceselect",9
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/playa-daro-platja-daro-castell-daro/cala-gogo/camping","78575","Camping Cala Gogo","VakantieDiscounter",10
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/tucan-glamping/camping","78479","Camping Tucan (Glamping)","Eurocamp",1
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/tucan-glamping/camping","78479","Camping Tucan (Glamping)","Allcamps",2
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/tucan-glamping/camping","78479","Camping Tucan (Glamping)","Go4holiday",3
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/tucan-glamping/camping","78479","Camping Tucan (Glamping)","Lux-camp",4
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/tucan-glamping/camping","78479","Camping Tucan (Glamping)","Vacanceselect",5
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/tucan-glamping/camping","78479","Camping Tucan (Glamping)","VakantieDiscounter",6
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/tucan-glamping/camping","78479","Camping Tucan (Glamping)","De Jong Intra",7
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/tucan-glamping/camping","78479","Camping Tucan (Glamping)","Mimosa Reizen",8
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/tucan-glamping/camping","78479","Camping Tucan (Glamping)","Traveltroef",9
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/tucan-glamping/camping","78479","Camping Tucan (Glamping)","Booking.com",10
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/platja-de-pals-playa-de-pals/interpals/camping","78548","Camping Interpals","Allcamps",1
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/platja-de-pals-playa-de-pals/interpals/camping","78548","Camping Interpals","Eurocamp",2
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/platja-de-pals-playa-de-pals/interpals/camping","78548","Camping Interpals","Go4holiday",3
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/platja-de-pals-playa-de-pals/interpals/camping","78548","Camping Interpals","Lux-camp",4
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/platja-de-pals-playa-de-pals/interpals/camping","78548","Camping Interpals","Family Holidays",5
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/platja-de-pals-playa-de-pals/interpals/camping","78548","Camping Interpals","Vacanceselect",6
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/platja-de-pals-playa-de-pals/interpals/camping","78548","Camping Interpals","VakantieDiscounter",7
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/platja-de-pals-playa-de-pals/interpals/camping","78548","Camping Interpals","ANWB camping",8
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/platja-de-pals-playa-de-pals/interpals/camping","78548","Camping Interpals","De Jong Intra",9
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/platja-de-pals-playa-de-pals/interpals/camping","78548","Camping Interpals","Suncamp",10
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/cala-canyelles/camping","175630","Camping Cala Canyelles","Eurocamp",1
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/cala-canyelles/camping","175630","Camping Cala Canyelles","Roan Campingvakanties",2
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/cala-canyelles/camping","175630","Camping Cala Canyelles","Al Fresco",3
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/cala-canyelles/camping","175630","Camping Cala Canyelles","Allcamps",4
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/cala-canyelles/camping","175630","Camping Cala Canyelles","Go4holiday",5
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/cala-canyelles/camping","175630","Camping Cala Canyelles","Lux-camp",6
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/cala-canyelles/camping","175630","Camping Cala Canyelles","Vacanceselect",7
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/cala-canyelles/camping","175630","Camping Cala Canyelles","VakantieDiscounter",8
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/cala-canyelles/camping","175630","Camping Cala Canyelles","De Jong Intra",9
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/lloret-de-mar/cala-canyelles/camping","175630","Camping Cala Canyelles","Happy Camp",10
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/blanes/la-masia/camping","78149","Camping La Masia","Eurocamp",1
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/blanes/la-masia/camping","78149","Camping La Masia","Allcamps",2
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/blanes/la-masia/camping","78149","Camping La Masia","Roan Campingvakanties",3
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/blanes/la-masia/camping","78149","Camping La Masia","Go4holiday",4
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/blanes/la-masia/camping","78149","Camping La Masia","Lux-camp",5
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/blanes/la-masia/camping","78149","Camping La Masia","Vacanceselect",6
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/blanes/la-masia/camping","78149","Camping La Masia","VakantieDiscounter",7
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/blanes/la-masia/camping","78149","Camping La Masia","De Jong Intra",8
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/blanes/la-masia/camping","78149","Camping La Masia","Mimosa Reizen",9
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/blanes/la-masia/camping","78149","Camping La Masia","Traveltroef",10
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/pineda-de-mar/caballo-de-mar-glamping/camping","78561","Camping Caballo de Mar (Glamping)","Allcamps",1
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/pineda-de-mar/caballo-de-mar-glamping/camping","78561","Camping Caballo de Mar (Glamping)","Eurocamp",2
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/pineda-de-mar/caballo-de-mar-glamping/camping","78561","Camping Caballo de Mar (Glamping)","Go4holiday",3
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/pineda-de-mar/caballo-de-mar-glamping/camping","78561","Camping Caballo de Mar (Glamping)","Lux-camp",4
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/pineda-de-mar/caballo-de-mar-glamping/camping","78561","Camping Caballo de Mar (Glamping)","Vacanceselect",5
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/pineda-de-mar/caballo-de-mar-glamping/camping","78561","Camping Caballo de Mar (Glamping)","VakantieDiscounter",6
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/pineda-de-mar/caballo-de-mar-glamping/camping","78561","Camping Caballo de Mar (Glamping)","De Jong Intra",7
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/pineda-de-mar/caballo-de-mar-glamping/camping","78561","Camping Caballo de Mar (Glamping)","Mimosa Reizen",8
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/pineda-de-mar/caballo-de-mar-glamping/camping","78561","Camping Caballo de Mar (Glamping)","Traveltroef",9
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/pineda-de-mar/caballo-de-mar-glamping/camping","78561","Camping Caballo de Mar (Glamping)","Preisdaler",10
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/sant-pere-pescador/riu-glamping/camping","146384","Camping Riu (Glamping)","Eurocamp",1
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/sant-pere-pescador/riu-glamping/camping","146384","Camping Riu (Glamping)","Roan Campingvakanties",2
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/sant-pere-pescador/riu-glamping/camping","146384","Camping Riu (Glamping)","Al Fresco",3
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/sant-pere-pescador/riu-glamping/camping","146384","Camping Riu (Glamping)","Allcamps",4
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/sant-pere-pescador/riu-glamping/camping","146384","Camping Riu (Glamping)","Go4holiday",5
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/sant-pere-pescador/riu-glamping/camping","146384","Camping Riu (Glamping)","Lux-camp",6
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/sant-pere-pescador/riu-glamping/camping","146384","Camping Riu (Glamping)","Vacanceselect",7
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/sant-pere-pescador/riu-glamping/camping","146384","Camping Riu (Glamping)","VakantieDiscounter",8
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/sant-pere-pescador/riu-glamping/camping","146384","Camping Riu (Glamping)","De Jong Intra",9
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/sant-pere-pescador/riu-glamping/camping","146384","Camping Riu (Glamping)","AlleReizenOp1Site.nl",10
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/roda-de-bara/park-playa-bara/camping","80803","Camping Park Playa Bara","Eurocamp",1
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/roda-de-bara/park-playa-bara/camping","80803","Camping Park Playa Bara","Vacanceselect",2
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/roda-de-bara/park-playa-bara/camping","80803","Camping Park Playa Bara","Allcamps",3
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/roda-de-bara/park-playa-bara/camping","80803","Camping Park Playa Bara","Go4holiday",4
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/roda-de-bara/park-playa-bara/camping","80803","Camping Park Playa Bara","Canvas Holidays",5
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/roda-de-bara/park-playa-bara/camping","80803","Camping Park Playa Bara","Lux-camp",6
2019-06-28,"https://www.zoover.nl/spanje/catalonie-costa-brava-en-costa-dorada/cambrils/cambrils-park-family-resort/vakantiepark","78221","Vakantiepark Cambrils Park Family Resort","Eurocamp",1
